名称,数值类型,描述,类别,时间戳精度
"[V4_DPU2033_HW_AI030204_PV]",FLOAT64,1#/2#UF装置进水流量,"base,scan",0
"[V4_DPU2033_HW_AI030205_PV]",FLOAT64,1#酸投加泵电流,"base,scan",0
"[V4_DPU2033_HW_AI030206_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI030207_PV]",FLOAT64,1#酸投加泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI030208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI050101_PV]",FLOAT64,3#UF进水泵电流,"base,scan",0
"[V4_DPU2033_HW_AI050102_PV]",FLOAT64,3#UF进水过滤器电流,"base,scan",0
"[V4_DPU2033_HW_AI050103_PV]",FLOAT64,3#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI050104_PV]",FLOAT64,3#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI050105_PV]",FLOAT64,3#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI050106_PV]",FLOAT64,3#UF进水过滤器后压力,"base,scan",0
"[V4_DPU2033_HW_AI050107_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI050108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI050201_PV]",FLOAT64,3#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI050202_PV]",FLOAT64,3#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI050203_PV]",FLOAT64,3#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI050204_PV]",FLOAT64,3#UF进水过滤器前压力,"base,scan",0
"[V4_DPU2033_HW_AI050205_PV]",FLOAT64,3#/4#UF装置进水流量,"base,scan",0
"[V4_DPU2033_HW_AI050206_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI050207_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI050208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI070201_PV]",FLOAT64,4#UF循环泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI070202_PV]",FLOAT64,5#UF循环泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI070203_PV]",FLOAT64,6#UF循环泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI070204_PV]",FLOAT64,UF产水池液位,"base,scan",0
"[V4_DPU2033_HW_AI070205_PV]",FLOAT64,UF产水池pH,"base,scan",0
"[V4_DPU2033_HW_AI070206_PV]",FLOAT64,2#酸投加泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI070207_PV]",FLOAT64,2#酸投加泵电流,"base,scan",0
"[V4_DPU2033_HW_AI070208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI070301_PV]",FLOAT64,4#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI070302_PV]",FLOAT64,4#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI070303_PV]",FLOAT64,4#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI070304_PV]",FLOAT64,4#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI070305_PV]",FLOAT64,4#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI070306_PV]",FLOAT64,4#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI070307_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI070308_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI080101_PV]",FLOAT64,5#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI080102_PV]",FLOAT64,5#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI080103_PV]",FLOAT64,5#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI080104_PV]",FLOAT64,5#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI080105_PV]",FLOAT64,5#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI080106_PV]",FLOAT64,5#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI080107_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI080108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI090101_PV]",FLOAT64,6#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI090102_PV]",FLOAT64,6#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI090103_PV]",FLOAT64,6#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI090104_PV]",FLOAT64,6#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI090105_PV]",FLOAT64,6#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI090106_PV]",FLOAT64,6#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI090107_PV]",FLOAT64,5#/6#UF装置进水流量,"base,scan",0
"[V4_DPU2033_HW_AI090108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI110101_PV]",FLOAT64,UF清液循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI110102_PV]",FLOAT64,1#提升井防堵塞潜污泵电流,"base,scan",0
"[V4_DPU2033_HW_AI110103_PV]",FLOAT64,2#提升井防堵塞潜污泵电流,"base,scan",0
"[V4_DPU2033_HW_AI110104_PV]",FLOAT64,工业水流量,"base,scan",0
"[V4_DPU2033_HW_AI110105_PV]",FLOAT64,压缩空气流量,"base,scan",0
"[V4_DPU2033_HW_AI110106_PV]",FLOAT64,自来水流量,"base,scan",0
"[V4_DPU2033_HW_AI110107_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI110108_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_DI010401_PV]",BOOL,1#UF进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010402_PV]",BOOL,1#UF进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010403_PV]",BOOL,1#UF进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010404_PV]",BOOL,1#UF清洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010405_PV]",BOOL,1#UF清洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010406_PV]",BOOL,1#UF清洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010407_PV]",BOOL,1#UF冲洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010408_PV]",BOOL,1#UF冲洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010409_PV]",BOOL,1#UF冲洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010410_PV]",BOOL,1#UF循环泵进口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010411_PV]",BOOL,1#UF循环泵进口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010412_PV]",BOOL,1#UF循环泵进口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010413_PV]",BOOL,1#UF循环断开阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010414_PV]",BOOL,1#UF循环断开阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010415_PV]",BOOL,1#UF循环断开阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010501_PV]",BOOL,1#UF循环出口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010502_PV]",BOOL,1#UF循环出口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010503_PV]",BOOL,1#UF循环出口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010504_PV]",BOOL,1#UF浓水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010505_PV]",BOOL,1#UF浓水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010506_PV]",BOOL,1#UF浓水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010507_PV]",BOOL,1#UF浓水回流阀远方,"base,scan",0
"[V4_DPU2033_HW_DI010508_PV]",BOOL,1#UF浓水回流阀已开,"base,scan",0
"[V4_DPU2033_HW_DI010509_PV]",BOOL,1#UF浓水回流阀已关,"base,scan",0
"[V4_DPU2033_HW_DI010510_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010511_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI010516_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI020401_PV]",BOOL,2#UF进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020402_PV]",BOOL,2#UF进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020403_PV]",BOOL,2#UF进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020404_PV]",BOOL,2#UF清洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020405_PV]",BOOL,2#UF清洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020406_PV]",BOOL,2#UF清洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020407_PV]",BOOL,2#UF冲洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020408_PV]",BOOL,2#UF冲洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020409_PV]",BOOL,2#UF冲洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020410_PV]",BOOL,2#UF循环泵进口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020411_PV]",BOOL,2#UF循环泵进口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020412_PV]",BOOL,2#UF循环泵进口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020413_PV]",BOOL,2#UF循环断开阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020414_PV]",BOOL,2#UF循环断开阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020415_PV]",BOOL,2#UF循环断开阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI020501_PV]",BOOL,2#UF循环出口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020502_PV]",BOOL,2#UF循环出口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020503_PV]",BOOL,2#UF循环出口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020504_PV]",BOOL,2#UF浓水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020505_PV]",BOOL,2#UF浓水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020506_PV]",BOOL,2#UF浓水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020507_PV]",BOOL,2#UF浓水回流阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020508_PV]",BOOL,2#UF浓水回流阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020509_PV]",BOOL,2#UF浓水回流阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020510_PV]",BOOL,1#/2#UF排泥电动蝶阀远方,"base,scan",0
"[V4_DPU2033_HW_DI020511_PV]",BOOL,1#/2#UF排泥电动蝶阀已开,"base,scan",0
"[V4_DPU2033_HW_DI020512_PV]",BOOL,1#/2#UF排泥电动蝶阀已关,"base,scan",0
"[V4_DPU2033_HW_DI020513_PV]",BOOL,1#/2#UF排泥电动蝶阀故障,"base,scan",0
"[V4_DPU2033_HW_DI020514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI020515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI020516_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030401_PV]",BOOL,1#UF产水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI030402_PV]",BOOL,1#UF产水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI030403_PV]",BOOL,1#UF产水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI030404_PV]",BOOL,1#UF产水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI030405_PV]",BOOL,1#UF产水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI030406_PV]",BOOL,1#UF产水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI030407_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030408_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030409_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030410_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030411_PV]",BOOL,1#UF循环泵远方,"base,scan",0
"[V4_DPU2033_HW_DI030412_PV]",BOOL,1#UF循环泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI030413_PV]",BOOL,1#UF循环泵风冷却机已运行,"base,scan",0
"[V4_DPU2033_HW_DI030414_PV]",BOOL,1#UF循环泵故障,"base,scan",0
"[V4_DPU2033_HW_DI030415_PV]",BOOL,1#UF循环泵冷却风机故障,"base,scan",0
"[V4_DPU2033_HW_DI030416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030501_PV]",BOOL,2#UF产水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI030502_PV]",BOOL,2#UF产水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI030503_PV]",BOOL,2#UF产水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI030504_PV]",BOOL,2#UF产水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI030505_PV]",BOOL,2#UF产水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI030506_PV]",BOOL,2#UF产水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI030507_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030508_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030509_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030510_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI030511_PV]",BOOL,2#UF循环泵远方,"base,scan",0
"[V4_DPU2033_HW_DI030512_PV]",BOOL,2#UF循环泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI030513_PV]",BOOL,2#UF循环泵风冷却机已运行,"base,scan",0
"[V4_DPU2033_HW_DI030514_PV]",BOOL,2#UF循环泵故障,"base,scan",0
"[V4_DPU2033_HW_DI030515_PV]",BOOL,2#UF循环泵冷却风机故障,"base,scan",0
"[V4_DPU2033_HW_DI030516_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040101_PV]",BOOL,1#UF清洗泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040102_PV]",BOOL,1#UF清洗泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040103_PV]",BOOL,1#UF清洗泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040104_PV]",BOOL,1#UF冲洗泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040105_PV]",BOOL,1#UF冲洗泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040106_PV]",BOOL,1#UF冲洗泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040107_PV]",BOOL,1#UF进水泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040108_PV]",BOOL,1#UF进水泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040109_PV]",BOOL,1#UF进水泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040110_PV]",BOOL,1#UF进水过滤器远方,"base,scan",0
"[V4_DPU2033_HW_DI040111_PV]",BOOL,1#UF进水过滤器已运行,"base,scan",0
"[V4_DPU2033_HW_DI040112_PV]",BOOL,1#UF进水过滤器故障,"base,scan",0
"[V4_DPU2033_HW_DI040113_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040114_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040115_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040116_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040201_PV]",BOOL,2#UF清洗泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040202_PV]",BOOL,2#UF清洗泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040203_PV]",BOOL,2#UF清洗泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040204_PV]",BOOL,2#UF冲洗泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040205_PV]",BOOL,2#UF冲洗泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040206_PV]",BOOL,2#UF冲洗泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040207_PV]",BOOL,2#UF进水泵远方,"base,scan",0
"[V4_DPU2033_HW_DI040208_PV]",BOOL,2#UF进水泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI040209_PV]",BOOL,2#UF进水泵故障,"base,scan",0
"[V4_DPU2033_HW_DI040210_PV]",BOOL,2#UF进水过滤器远方,"base,scan",0
"[V4_DPU2033_HW_DI040211_PV]",BOOL,2#UF进水过滤器已运行,"base,scan",0
"[V4_DPU2033_HW_DI040212_PV]",BOOL,2#UF进水过滤器故障,"base,scan",0
"[V4_DPU2033_HW_DI040213_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040214_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040215_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI040216_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050301_PV]",BOOL,3#UF进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050302_PV]",BOOL,3#UF进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050303_PV]",BOOL,3#UF进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050304_PV]",BOOL,3#UF清洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050305_PV]",BOOL,3#UF清洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050306_PV]",BOOL,3#UF清洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050307_PV]",BOOL,3#UF冲洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050308_PV]",BOOL,3#UF冲洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050309_PV]",BOOL,3#UF冲洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050310_PV]",BOOL,3#UF循环泵进口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050311_PV]",BOOL,3#UF循环泵进口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050312_PV]",BOOL,3#UF循环泵进口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050313_PV]",BOOL,3#UF循环断开阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050314_PV]",BOOL,3#UF循环断开阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050315_PV]",BOOL,3#UF循环断开阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050316_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050401_PV]",BOOL,3#UF循环出口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050402_PV]",BOOL,3#UF循环出口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050403_PV]",BOOL,3#UF循环出口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050404_PV]",BOOL,3#UF浓水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050405_PV]",BOOL,3#UF浓水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050406_PV]",BOOL,3#UF浓水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050407_PV]",BOOL,3#UF浓水回流阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050408_PV]",BOOL,3#UF浓水回流阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050409_PV]",BOOL,3#UF浓水回流阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050410_PV]",BOOL,3#UF循环泵远方,"base,scan",0
"[V4_DPU2033_HW_DI050411_PV]",BOOL,3#UF循环泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI050412_PV]",BOOL,3#UF循环泵风冷却机已运行,"base,scan",0
"[V4_DPU2033_HW_DI050413_PV]",BOOL,3#UF循环泵故障,"base,scan",0
"[V4_DPU2033_HW_DI050414_PV]",BOOL,3#UF循环泵冷却风机故障,"base,scan",0
"[V4_DPU2033_HW_DI050415_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050416_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050501_PV]",BOOL,3#/4#UF排泥电动蝶阀远方,"base,scan",0
"[V4_DPU2033_HW_DI050502_PV]",BOOL,3#/4#UF排泥电动蝶阀已开,"base,scan",0
"[V4_DPU2033_HW_DI050503_PV]",BOOL,3#/4#UF排泥电动蝶阀已关,"base,scan",0
"[V4_DPU2033_HW_DI050504_PV]",BOOL,3#/4#UF排泥电动蝶阀故障,"base,scan",0
"[V4_DPU2033_HW_DI050505_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050506_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050507_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050508_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050509_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050510_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050511_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050512_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050513_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050514_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050515_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI050516_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060101_PV]",BOOL,3#UF产水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI060102_PV]",BOOL,3#UF产水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI060103_PV]",BOOL,3#UF产水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI060104_PV]",BOOL,3#UF产水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI060105_PV]",BOOL,3#UF产水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI060106_PV]",BOOL,3#UF产水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI060107_PV]",BOOL,3#UF进水泵远方,"base,scan",0
"[V4_DPU2033_HW_DI060108_PV]",BOOL,3#UF进水泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI060109_PV]",BOOL,3#UF进水泵故障,"base,scan",0
"[V4_DPU2033_HW_DI060110_PV]",BOOL,3#UF进水过滤器远方,"base,scan",0
"[V4_DPU2033_HW_DI060111_PV]",BOOL,3#UF进水过滤器已运行,"base,scan",0
"[V4_DPU2033_HW_DI060112_PV]",BOOL,3#UF进水过滤器故障,"base,scan",0
"[V4_DPU2033_HW_DI060113_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060114_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060115_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060116_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060201_PV]",BOOL,4#UF产水侧清洗排放阀远方,"base,scan",0
"[V4_DPU2033_HW_DI060202_PV]",BOOL,4#UF产水侧清洗排放阀已开,"base,scan",0
"[V4_DPU2033_HW_DI060203_PV]",BOOL,4#UF产水侧清洗排放阀已关,"base,scan",0
"[V4_DPU2033_HW_DI060204_PV]",BOOL,4#UF产水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI060205_PV]",BOOL,4#UF产水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI060206_PV]",BOOL,4#UF产水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI060207_PV]",BOOL,4#UF循环泵远方,"base,scan",0
"[V4_DPU2033_HW_DI060208_PV]",BOOL,4#UF循环泵已运行,"base,scan",0
"[V4_DPU2033_HW_DI060209_PV]",BOOL,4#UF循环泵风冷却机已运行,"base,scan",0
"[V4_DPU2033_HW_DI060210_PV]",BOOL,4#UF循环泵故障,"base,scan",0
"[V4_DPU2033_HW_DI060211_PV]",BOOL,4#UF循环泵冷却风机故障,"base,scan",0
"[V4_DPU2033_HW_DI060212_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060213_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060214_PV]",BOOL,SLY_DCS4机柜电源故障,"base,scan",0
"[V4_DPU2033_HW_DI060215_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI060216_PV]",BOOL,备用DI-KM234A,"base,scan",0
"[V4_DPU2033_HW_DI070401_PV]",BOOL,4#UF进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI070402_PV]",BOOL,4#UF进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI070403_PV]",BOOL,4#UF进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI070404_PV]",BOOL,4#UF清洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI070405_PV]",BOOL,4#UF清洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI070406_PV]",BOOL,4#UF清洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI070407_PV]",BOOL,4#UF冲洗进水阀远方,"base,scan",0
"[V4_DPU2033_HW_DI070408_PV]",BOOL,4#UF冲洗进水阀已开,"base,scan",0
"[V4_DPU2033_HW_DI070409_PV]",BOOL,4#UF冲洗进水阀已关,"base,scan",0
"[V4_DPU2033_HW_DI070410_PV]",BOOL,4#UF循环泵进口阀远方,"base,scan",0
"[V4_DPU2033_HW_DI070411_PV]",BOOL,4#UF循环泵进口阀已开,"base,scan",0
"[V4_DPU2033_HW_DI070412_PV]",BOOL,4#UF循环泵进口阀已关,"base,scan",0
"[V4_DPU2033_HW_DI070413_PV]",BOOL,4#UF循环断开阀远方,"base,scan",0
"[V4_DPU2033_HW_DI070414_PV]",BOOL,4#UF循环断开阀已开,"base,scan",0
"[V4_DPU2033_HW_DI070415_PV]",BOOL,4#UF循环断开阀已关,"base,scan",0
